X,"code","glottocode"
5165,"mmd","maon1241"
5166,"mmf","mund1334"
5167,"mmg","nort2839"
5168,"mmi","musa1265"
5169,"mmj","majh1236"
5170,"mmk","mukh1238"
5171,"mml","manm1238"
5172,"mmm","maii1238"
5173,"mmo","mang1404"
5174,"mmp","siaw1243"
5175,"mmq","musa1266"
5176,"mmr","west2430"
5177,"mmt","mala1489"
5178,"mmu","mmaa1238"
5179,"mmv","miri1270"
5180,"mmw","emae1237"
5181,"mmx","mada1285"
5182,"mmz","maba1270"
5183,"mnd","sala1273"
5184,"mne","naba1253"
5185,"mnh","mono1270"
5186,"mnj","munj1244"
5187,"mnl","tial1239"
5188,"mnm","mape1250"
5189,"mnn","sout2692"
5190,"mnp","minb1244"
5191,"mnq","minr1238"
5192,"mnt","mayk1239"
5193,"mnu","merr1239"
5194,"mny","many1259"
5195,"mod","mobi1236"
5196,"moi","mboi1246"
5197,"mom","moni1237"
5198,"moo","mono1268"
5199,"mou","mogu1251"
5200,"mow","moic1236"
5201,"mox","moli1248"
5202,"mpa","mpot1240"
5203,"mpg","marb1239"
5204,"mpi","mpad1242"
5205,"mpl","midd1327"
5206,"mpn","mind1255"
5207,"mpo","miuu1237"
5208,"mpp","miga1241"
5209,"mpr","vang1243"
5210,"mpv","mung1272"
5211,"mpw","mapi1252"
5212,"mpx","misi1243"
5213,"mpy","mapi1250"
5214,"mpz","mpii1239"
5215,"mqa","maba1278"
5216,"mqc","mang1408"
5217,"mqe","mate1260"
5218,"mqg","kota1275"
5219,"mqh","tlaz1235"
5220,"mqi","mari1430"
5221,"mqk","raja1254"
5222,"mql","mbel1240"
5223,"mqm","sout2866"
5224,"mqn","moro1287"
5225,"mqo","modo1249"
5226,"mqp","mani1297"
5227,"mqq","mino1243"
5228,"mqr","mand1443"
5229,"mqt","mokk1243"
5230,"mqu","mand1425"
5231,"mqv","mosi1248"
5232,"mqw","muru1273"
5233,"mqx","mamu1255"
5234,"mqz","mala1487"
5235,"mrb","mari1426"
5236,"mre","mart1251"
5237,"mrk","hmwa1243"
5238,"mrl","mort1237"
5239,"mrm","merl1237"
5240,"mro","mruu1242"
5241,"mrp","moro1286"
5242,"mrs","mara1399"
5243,"mru","mono1269"
5244,"mrv","mang1401"
5245,"mrx","mare1261"
5246,"mry","kara1489"
5247,"msb","masb1238"
5248,"msc","sank1253"
5249,"msd","yuca1236"
5250,"mse","muse1242"
5251,"msf","mekw1241"
5252,"msg","mora1239"
5253,"msh","masi1268"
5254,"msi","saba1263"
5255,"msk","mans1262"
5256,"msl","molo1262"
5257,"msm","agus1235"
5258,"msn","vure1239"
5259,"msp","mari1442"
5260,"msq","caac1237"
5261,"msr","mong1264"
5262,"mss","west2535"
5263,"msv","masl1241"
5264,"msw","mans1259"
5265,"msx","more1258"
5266,"msz","moma1243"
5267,"mta","cota1241"
5268,"mtc","muni1257"
5269,"mtd","mual1241"
5270,"mth","mung1269"
5271,"mti","maiw1251"
5272,"mtl","mont1280"
5273,"mtm","mato1250"
5274,"mtn","mata1288"
5275,"mtr","mewa1249"
5276,"mtt","mota1237"
5277,"mtu","tutu1243"
5278,"mtv","asar1240"
5279,"mtw","maga1264"
5280,"mtx","tida1235"
5281,"mty","nabi1239"
5282,"mub","mubi1246"
5283,"muc","mbuu1238"
5284,"mud","medn1235"
5285,"mue","medi1245"
5286,"mui","musi1241"
5287,"muj","mabi1242"
5288,"muk","mugo1238"
5289,"mum","maiw1249"
5290,"muo","nyon1241"
5291,"mup","malv1243"
5292,"muq","east2371"
5293,"mut","west2408"
5294,"muu","yaak1241"
5295,"muv","muth1236"
5296,"mux","boun1245"
5297,"mvd","mamb1305"
5298,"mve","marw1256"
5299,"mvg","yucu1250"
5300,"mvh","mire1238"
5301,"mvi","miya1259"
5302,"mvk","mekm1240"
5303,"mvl","mbar1254"
5304,"mvm",NA
5305,"mvo","maro1244"
5306,"mvp","duri1242"
5307,"mvq","moer1240"
5308,"mvr","mara1397"
5309,"mvs","mass1263"
5310,"mvt","mpot1241"
5311,"mvu","marf1238"
5312,"mvv","taga1273"
5313,"mvw","mach1265"
5314,"mvx","meos1237"
5315,"mvy","indu1241"
5316,"mvz","mesq1240"
5317,"mwa","mwat1237"
5318,"mwb","juwa1238"
5319,"mwc","aree1239"
5320,"mwg","aikl1237"
5321,"mwh","mouk1239"
5322,"mwi","labo1244"
5323,"mwl","mira1251"
5324,"mwm","sarr1246"
5325,"mwn","nyam1275"
5326,"mwo","cent2058"
5327,"mwq","munc1235"
5328,"mws","mwim1241"
5329,"mwt","moke1242"
5330,"mwu","mitt1253"
5331,"mwy","mosi1247"
5332,"mwz","moin1241"
5333,"mxa","nort2986"
5334,"mxb","tezo1238"
5335,"mxc","many1258"
5336,"mxd","moda1244"
5337,"mxf","malg1250"
5338,"mxg","mban1264"
5339,"mxh","mvub1239"
5340,"mxi","moza1249"
5341,"mxl","maxi1236"
5342,"mxm","mera1242"
5343,"mxn","moii1235"
5344,"mxo","mbow1246"
5345,"mxq","juqu1238"
5346,"mxr","muri1259"
5347,"mxs","huit1252"
5348,"mxv","metl1238"
5349,"mxw","namo1246"
5350,"mxy","sout3002"
5351,"mxz","cent2072"
5352,"myc","maye1238"
5353,"myf","bamb1262"
5354,"myg","mant1267"
5355,"myj","mang1387"
5356,"myl","moma1242"
5357,"myo","anfi1235"
5358,"mys","mesm1243"
5359,"myx","masa1299"
5360,"myz","clas1253"
5361,"mza","sant1436"
5362,"mzc","mada1271"
5363,"mzd","mali1280"
5364,"mze","mora1273"
5365,"mzg","mona1241"
5366,"mzi","ixca1246"
5367,"mzj","many1261"
5368,"mzl","maza1292"
5369,"mzo","mati1253"
5370,"mzq","mori1269"
5371,"mzr","maru1252"
5372,"mzs","maca1262"
5373,"mzt","mint1239"
5374,"mzu","inap1241"
5375,"mzv","manz1243"
5376,"mzy","moza1235"
5377,"mzz","maia1251"
5378,"naa","naml1240"
5379,"nac","nara1264"
5380,"nae","naka1263"
5381,"naj","nalu1240"
5382,"nao","naab1241"
5383,"nar","igut1238"
5384,"nat","hung1276"
5385,"naw","nawu1242"
5386,"nax","nakw1240"
5387,"naz","coat1240"
5388,"nba","nyem1238"
5389,"nbb","ndoe1238"
5390,"nbd","ngbi1238"
5391,"nbe","kony1248"
5392,"nbg","naga1399"
5393,"nbh","ngam1282"
5394,"nbk","nake1240"
5395,"nbn","kuri1260"
5396,"nbo","nkuk1238"
5397,"nbp","nnam1238"
5398,"nbq","ngge1241"
5399,"nbr","numa1252"
5400,"nbs","nami1249"
5401,"nbt","naaa1245"
5402,"nbu","rong1266"
5403,"nbv","ngam1267"
5404,"nby","ning1275"
5405,"nca","iyoo1238"
5406,"ncc","pona1250"
5407,"ncd","nach1240"
5408,"ncf","nots1237"
5409,"ncm","namb1293"
5410,"ncn","naun1237"
5411,"nco","sibe1248"
5412,"ncp","ndak1242"
5413,"ncr","ncan1245"
5414,"ncs","nica1238"
5415,"nct","chot1239"
5416,"ncx","cent2133"
5417,"nda","ndas1238"
5418,"ndb","kens1251"
5419,"ndc","ndau1241"
5420,"ndd","nden1250"
5421,"nde","nort2795"
5422,"ndg","nden1248"
5423,"ndh","ndal1241"
5424,"ndj","ndam1239"
5425,"ndk","ndak1241"
5426,"ndl","ndol1238"
5427,"ndm","ndam1251"
5428,"ndn","ngun1270"
5429,"ndp","ndoo1242"
5430,"ndq","ndom1244"
5431,"ndr","ndoo1241"
5432,"ndu","dugu1248"
5433,"ndw","ndob1238"
5434,"ndx","ndug1245"
5435,"ndy","luto1241"
5436,"nea","east2464"
5437,"nec","nede1245"
5438,"ned","ndeg1238"
5439,"nef","nefa1235"
5440,"neh","nyen1254"
5441,"nej","neko1240"
5442,"nek","neku1237"
5443,"nem","nemi1240"
5444,"neo","name1237"
5445,"neq","nort2939"
5446,"ner","yaha1248"
5447,"nes","bhot1235"
5448,"net","nete1240"
5449,"neu","neoa1234"
5450,"nev","nyah1249"
5451,"nex","neme1244"
5452,"nfa","dhao1237"
5453,"nfd","ahwa1235"
5454,"nfu","mfum1238"
5455,"ngd","ngan1304"
5456,"ngg","ngba1287"
5457,"ngj","ngie1242"
5458,"ngl","lomw1241"
5459,"ngm","ngat1248"
5460,"ngn","ngwo1241"
5461,"ngp","ngul1246"
5462,"ngq","ngur1263"
5463,"ngr","nang1262"
5464,"ngs","gvok1239"
5465,"ngt","ngeq1245"
5466,"ngv","nagu1244"
5467,"ngw","ngwa1251"
5468,"ngx","nggw1242"
5469,"ngy","tibe1274"
5470,"ngz","ngun1272"
5471,"nha","nhan1238"
5472,"nhc","taba1265"
5473,"nhe","east2538"
5474,"nhf","nhuw1239"
5475,"nhh","naha1262"
5476,"nhi","zaca1241"
5477,"nhk","isth1240"
5478,"nhm","more1259"
5479,"nho","taku1257"
5480,"nhq","huax1236"
5481,"nht","omet1237"
5482,"nhv","tema1239"
5483,"nhy","nort2958"
5484,"nhz","sant1423"
5485,"nib","naka1264"
5486,"nif","nekk1240"
5487,"nii","niii1240"
5488,"nik","sout2689"
5489,"nil","nila1244"
5490,"nim","nila1242"
5491,"nin","ninz1246"
5492,"niq","nand1266"
5493,"nis","nimi1240"
5494,"niw","nimo1247"
5495,"nix","hema1238"
5496,"nja","nzan1240"
5497,"nji","ngar1283"
5498,"njj","njen1238"
5499,"njl","njal1239"
5500,"njn","lian1251"
5501,"njr","njer1242"
5502,"njs","nisa1239"
5503,"njt","ndyu1241"
5504,"njx","kuny1238"
5505,"njy","njye1238"
5506,"njz","nyis1236"
5507,"nka","nkoy1244"
5508,"nkb","khoi1251"
5509,"nkc","nkon1247"
5510,"nkd","koir1240"
5511,"nke","duke1237"
5512,"nkg","nekg1240"
5513,"nki","than1255"
5514,"nkj","naka1265"
5515,"nkk","noku1237"
5516,"nkm","nama1267"
5517,"nkn","nkan1238"
5518,"nkp","niua1241"
5519,"nks","nort2917"
5520,"nkt","nyik1247"
5521,"nku","boun1243"
5522,"nkv","nyik1246"
5523,"nkw","nkut1238"
5524,"nkx","nkor1239"
5525,"nkz","nkar1238"
5526,"nla","ngom1271"
5527,"nlc","nalc1240"
5528,"nle","east2409"
5529,"nli","gran1245"
5530,"nlj","nyal1250"
5531,"nlk","nini1235"
5532,"nlo","ngul1247"
5533,"nlu","nchu1238"
5534,"nlv","oriz1235"
5535,"nlx","naha1261"
5536,"nlz","nalo1235"
5537,"nma","mara1379"
5538,"nmc","ngam1269"
5539,"nme","mzie1235"
5540,"nmh","mons1234"
5541,"nmi","nyam1285"
5542,"nmk","nama1268"
5543,"nml","ndem1249"
5544,"nmp","nima1245"
5545,"nmq","namb1291"
5546,"nmr","nimb1256"
5547,"nms","lete1241"
5548,"nmt","namo1247"
5549,"nmv","ngam1265"
5550,"nmw","nimo1246"
5551,"nmx","nama1266"
5552,"nmy","namu1246"
5553,"nnc","nanc1253"
5554,"nnd","west2513"
5555,"nne","ngan1300"
5556,"nnf","ngai1241"
5557,"nng","mari1416"
5558,"nnj","nyan1315"
5559,"nnl","nort2725"
5560,"nnn","nget1241"
5561,"nnp","wanc1238"
5562,"nnq","ngin1244"
5563,"nnr","naru1238"
5564,"nns","ning1271"
5565,"nnu","dwan1238"
5566,"nnv","nugu1241"
5567,"nnw","sout2795"
5568,"nny","nyan1300"
5569,"nnz","ndan1241"
5570,"noc","nukk1240"
5571,"noe","nima1243"
5572,"nof","noma1262"
5573,"noh","nomu1240"
5574,"noi","noir1238"
5575,"nok","nook1247"
5576,"nop","numa1254"
5577,"noq","ngon1267"
5578,"nos","east2349"
5579,"nou","ewag1241"
5580,"noy","noyy1238"
5581,"noz","nayi1243"
5582,"npb","nupb1238"
5583,"nph","phom1236"
5584,"npi","nepa1254"
5585,"npl","sout2973"
5586,"npn","mond1265"
5587,"npo","poch1243"
5588,"nps","nips1240"
5589,"nqg","eden1244"
5590,"nqk","kura1248"
5591,"nqm","ndom1245"
5592,"nqn","nenn1238"
5593,"nra","ngom1270"
5594,"nrc","nori1240"
5595,"nre","sout2732"
5596,"nrg","nara1263"
5597,"nrp","nort1401"
5598,"nrt","tual1242"
5599,"nru","yong1270"
5600,"nrx","ngur1260"
5601,"nsa","sang1321"
5602,"nsc","nshi1235"
5603,"nsd","sout2723"
5604,"nsf","farn1234"
5605,"nsg","ngas1238"
5606,"nsh","ngos1238"
5607,"nsi","nige1240"
5608,"nsp","nepa1250"
5609,"nsr","mari1381"
5610,"nss","nali1245"
5611,"nsu","sier1248"
5612,"nsw","navu1237"
5613,"nsx","nson1238"
5614,"nsy","nasa1239"
5615,"nte","nath1238"
5616,"nti","nati1243"
5617,"ntk","ikom1245"
5618,"ntr","delo1240"
5619,"ntu","natu1246"
5620,"ntw","nott1246"
5621,"nty","mant1265"
5622,"ntz","nata1252"
5623,"nua","yuag1237"
5624,"nud","ngal1300"
5625,"nue","ngun1266"
5626,"nug","nung1291"
5627,"nuh","ndun1251"
5628,"nui","ngum1255"
5629,"nuj","nyol1238"
5630,"nuk","nuuc1236"
5631,"nul","nusa1245"
5632,"nuo","nguo1239"
5633,"nuq","nuku1258"
5634,"nur","nuku1259"
5635,"nuu","ngbu1241"
5636,"nuw","ngul1236"
5637,"nuz","tlam1239"
5638,"nvh","nasa1240"
5639,"nvm","nami1258"
5640,"nvo","nyok1243"
5641,"nwa","nawa1259"
5642,"nwm","nyam1279"
5643,"nwo","nauo1235"
5644,"nwr","nawa1258"
5645,"nxa","naue1237"
5646,"nxd","ngan1302"
5647,"nxe","nage1237"
5648,"nxi","nind1242"
5649,"nxl","sout2895"
5650,"nxm","numi1241"
5651,"nxo","ndam1254"
5652,"nxq","naxi1245"
5653,"nxr","ning1274"
5654,"nxu","nara1265"
5655,"nxx","nafr1241"
5656,"nyb","nyan1302"
5657,"nyc","nyan1303"
5658,"nyd","nyor1244"
5659,"nye","nyen1257"
5660,"nyf","giry1241"
5661,"nyg","nyin1248"
5662,"nyk","nyan1305"
5663,"nyl","nyeu1238"
5664,"nyq","nayi1242"
5665,"nyr","nyih1239"
5666,"nyu","nyun1248"
5667,"nyw","nyaw1245"
5668,"nyx","ngan1296"
5669,"nyy","nyak1260"
5670,"nza","tigo1236"
5671,"nzb","njeb1242"
5672,"nzi","nzim1238"
5673,"nzy","nzak1246"
5674,"nzz","nang1261"
5675,"oar","olda1245"
5676,"obi","obis1242"
5677,"obl","oblo1238"
5678,"obo","obom1235"
5679,"obr","oldb1235"
5680,"obu","obul1239"
5681,"och","oldc1244"
5682,"odk","oddd1238"
5683,"odt","oldd1237"
5684,"odu","odua1238"
5685,"ofo","ofoo1242"
5686,"ofs","oldf1241"
5687,"ofu","efut1242"
5688,"ogc","ogba1241"
5689,"oge","oldg1234"
5690,"ogg","ogbo1242"
5691,"oia","oira1263"
5692,"oin","ineb1235"
5693,"ojb","nort2961"
5694,"ojc","cent2136"
5695,"ojp","oldj1239"
5696,"ojw","west1510"
5697,"okb","okob1241"
5698,"okd","okod1238"
5699,"oke","okpe1250"
5700,"okh","kore1279"
5701,"oki","okie1245"
5702,"okj","okoj1239"
5703,"okk","kwam1254"
5704,"okl","oldk1238"
5705,"okn","okin1246"
5706,"okr","kiri1254"
5707,"oks","okoe1238"
5708,"okx","okpe1249"
5709,"ola","walu1241"
5710,"ole","olek1239"
5711,"olm","olom1241"
5712,"olo","livv1243"
5713,"omi","omii1238"
5714,"omk","yuka1240"
5715,"oml","ombo1238"
5716,"omn","mino1236"
5717,"omo","utar1238"
5718,"omr","oldm1244"
5719,"omt","omot1239"
5720,"omu","omur1241"
5721,"omw","sout2943"
5722,"omx","oldm1242"
5723,"onb","ling1262"
5724,"oni","onin1245"
5725,"onj","onjo1240"
5726,"onk","kabo1248"
5727,"onn","onob1238"
5728,"onp","sart1249"
5729,"onr","nort2907"
5730,"onu","unua1237"
5731,"onw","oldn1245"
5732,"onx","onin1237"
5733,"oog","ongg1239"
5734,"oor","oorl1238"
5735,"oos","oldo1234"
5736,"opa","okpa1238"
5737,"opk","kopk1238"
5738,"opo","opao1240"
5739,"ora","oroh1237"
5740,"orc","orma1241"
5741,"org","orin1239"
5742,"orh","oroq1238"
5743,"orn","oran1258"
5744,"orr","orum1241"
5745,"ors","oran1259"
5746,"orv","oldr1238"
5747,"orx","oroo1241"
5748,"ory","oriy1255"
5749,"orz","ormu1248"
5750,"osc","osca1245"
5751,"osi","osin1237"
5752,"oso","osos1238"
5753,"osp","olds1249"
5754,"ost","osat1238"
5755,"osu","sout2932"
5756,"otd","otda1235"
5757,"oti","otii1244"
5758,"otl","tila1239"
5759,"otn","tena1241"
5760,"ots","esta1236"
5761,"ott","temo1245"
5762,"otu","otuk1240"
5763,"otw","otta1242"
5764,"otx","texc1235"
5765,"oty","oldt1248"
5766,"oub","glio1241"
5767,"oue","oung1239"
5768,"oui","oldu1238"
5769,"oum","ouma1237"
5770,"oun","oung1238"
5771,"owl","oldw1239"
5772,"oyd","oyda1235"
5773,"oyy","oyao1237"
5774,"pae","pagi1243"
5775,"paf","para1313"
5776,"pai","peee1238"
5777,"pal","pahl1241"
5778,"paq","pary1242"
5779,"pas","papa1269"
5780,"pat","papi1254"
5781,"pax","pank1235"
5782,"paz","pank1250"
5783,"pbc","pata1262"
5784,"pbl","makn1235"
5785,"pbn","kpas1242"
5786,"pbo","pape1239"
5787,"pbp","bady1239"
5788,"pbt","sout2649"
5789,"pbu","nort2646"
5790,"pbv","pnar1238"
5791,"pby","pyuu1245"
5792,"pca","sant1454"
5793,"pcb","pear1247"
5794,"pcd","pica1241"
5795,"pce","ruch1235"
5796,"pcf","pali1274"
5797,"pcg","pani1256"
5798,"pch","pard1245"
5799,"pcj","pare1266"
5800,"pcl","pard1243"
5801,"pcn","piti1243"
5802,"pcw","pyap1239"
5803,"pda","anam1247"
5804,"pdc","penn1240"
5805,"pdi","padi1241"
5806,"pdn","pode1237"
5807,"pdt","plau1238"
5808,"pea","pera1256"
5809,"ped","mala1494"
5810,"pee","taje1237"
5811,"pef","nort2967"
5812,"pek","penc1239"
5813,"pel","peka1242"
5814,"pem","phen1239"
5815,"peo","oldp1254"
5816,"pep","kunj1246"
5817,"peq","sout2984"
5818,"pex","peta1245"
5819,"pey","petj1238"
5820,"pez","east2485"
5821,"pfa","paaf1237"
5822,"pfe","peer1241"
5823,"pfl","pala1330"
5824,"pga","suda1237"
5825,"pgg","pang1282"
5826,"pgi","pagi1244"
5827,"pgk","rere1240"
5828,"pgs","pang1286"
5829,"pha","pahn1237"
5830,"phd","phud1238"
5831,"phg","phuo1238"
5832,"phh","phuk1235"
5833,"phk","phak1238"
5834,"phl","phal1254"
5835,"phm","phim1238"
5836,"phn","phoe1239"
5837,"pho","phun1245"
5838,"phq","phan1254"
5839,"phr","paha1251"
5840,"pht","phut1244"
5841,"phu","phua1239"
5842,"phv","pahl1240"
5843,"pic","pinj1243"
5844,"pie","piro1248"
5845,"pig","pisa1244"
5846,"pih","pitc1234"
5847,"pii","pini1248"
5848,"pij","pija1235"
5849,"pin","piam1243"
5850,"pis","piji1239"
5851,"piw","pimb1238"
5852,"pix","piuu1237"
5853,"piy","piya1245"
5854,"piz","pije1237"
5855,"pkb","poko1261"
5856,"pkc","paek1234"
5857,"pkg","pakt1239"
5858,"pkh","pank1249"
5859,"pkp","puka1242"
5860,"pkr","atta1243"
5861,"pkt","male1282"
5862,"pku","paku1239"
5863,"pla","mian1254"
5864,"plb","polo1242"
5865,"plc","cent2091"
5866,"pld","pola1249"
5867,"pli","pali1273"
5868,"plj",NA
5869,"plk","kohi1248"
5870,"pll","shwe1236"
5871,"pln","pale1260"
5872,"plp","palp1242"
5873,"plq","pala1331"
5874,"plr","pala1342"
5875,"pls","sanm1301"
5876,"plv","sout2916"
5877,"plw","broo1239"
5878,"ply","boly1239"
5879,"plz","palu1253"
5880,"pmb","pamb1243"
5881,"pmc","palu1237"
5882,"pme","pwaa1237"
5883,"pmh","maha1305"
5884,"pmj","sout2729"
5885,"pml","ling1242"
5886,"pmm","pomo1271"
5887,"pmn","pamm1242"
5888,"pmo","pomm1237"
5889,"pmq","nort2984"
5890,"pmr","payn1244"
5891,"pmu","mirp1238"
5892,"pmx","poum1235"
5893,"pmz","sout2999"
5894,"pna","puna1275"
5895,"pnb","west2386"
5896,"pnc","pann1239"
5897,"pne","west2563"
5898,"pnh","penr1237"
5899,"pni","aohe1237"
5900,"pnl","pale1262"
5901,"pnm","puna1278"
5902,"pnn","pina1252"
5903,"pnp","panc1247"
5904,"pnq","pana1295"
5905,"pnr","pani1258"
5906,"pns","pono1240"
5907,"pnu","jion1236"
5908,"pnv","pini1244"
5909,"pnx","phon1246"
5910,"pny","piny1238"
5911,"pnz","pana1293"
5912,"pof","poke1238"
5913,"poh","poqo1254"
5914,"pop","pwap1237"
5915,"poq","texi1237"
5916,"pow","sanf1264"
5917,"ppe","papi1255"
5918,"ppi","paip1241"
5919,"ppm","papu1251"
5920,"ppn","papa1265"
5921,"ppq","peii1238"
5922,"pps","sanl1248"
5923,"ppt","pare1271"
5924,"ppu","papo1239"
5925,"ppv","papa1263"
5926,"prb","luaa1235"
5927,"prc","para1299"
5928,"prf","para1306"
5929,"prg","prus1238"
5930,"prh","poro1253"
5931,"pri","paic1239"
5932,"prl","peru1235"
5933,"prm","kibi1239"
5934,"pro","oldp1253"
5935,"prt","phai1238"
5936,"pru","pura1253"
5937,"prw","para1307"
5938,"pry","pray1239"
5939,"prz","prov1243"
5940,"psc","pers1244"
5941,"pse","cent2053"
5942,"psg","pena1248"
5943,"psh","sout2671"
5944,"psi","sout2672"
5945,"psl","puer1237"
5946,"psm","paus1244"
5947,"psn","pana1303"
5948,"pso","poli1259"
5949,"psp","phil1239"
5950,"psq","pasi1259"
5951,"psu","saur1252"
5952,"psy","pisc1239"
5953,"pth","pata1261"
5954,"pti","pint1251"
5955,"ptn","pata1260"
5956,"ptr","piam1242"
5957,"ptt","enre1239"
5958,"ptv","port1286"
5959,"ptw","pent1242"
5960,"pty","path1235"
5961,"pua","west2631"
5962,"pub","puru1266"
5963,"pud","puna1267"
5964,"puf","puna1268"
5965,"pug","phui1238"
5966,"puj","puna1266"
5967,"pum","puma1239"
5968,"pup","pula1267"
5969,"puq","puqu1242"
5970,"pur","puru1264"
5971,"puu","punu1239"
5972,"pux","puar1240"
5973,"puy","puri1259"
5974,"pwb","pana1298"
5975,"pwi","patw1250"
5976,"pwm","molb1237"
5977,"pwo","pwow1235"
5978,"pwr","powa1246"
5979,"pye","pyek1235"
5980,"pys","para1318"
5981,"pyu","puyu1239"
5982,"pyy","pyen1239"
5983,"pzn","para1302"
5984,"qbb","oldl1238"
5985,"qcs","tapa1260"
5986,"qer","dale1238"
5987,"qgu","wulg1239"
5988,"qhr","sabe1248"
5989,"qkn","oldk1250"
5990,"qlm","limo1249"
5991,"qok","oldk1249"
5992,"qpp","pais1238"
5993,"qua","quap1242"
5994,"qud","cald1236"
5995,"qun","quin1251"
5996,"qup","sout2990"
5997,"quq","quin1236"
5998,"qur","yana1272"
5999,"quv","saca1238"
6000,"qux","yauy1235"
6001,"qva","ambo1252"
6002,"qve","east2551"
6003,"qvj","loja1235"
6004,"qvl","caja1239"
6005,"qvm","marg1254"
6006,"qvp","paca1245"
6007,"qvw","huay1241"
6008,"qvy","quey1238"
6009,"qvz","nort2973"
6010,"qwc","clas1251"
6011,"qwh","huay1240"
6012,"qws","sihu1235"
6013,"qxc","chin1483"
6014,"qxh","pana1306"
6015,"qxo","sout2992"
6016,"qxp","puno1238"
6017,"qxq","qash1240"
6018,"qxr","cana1262"
6019,"qxs","sout2728"
6020,"qxt","sant1433"
6021,"qxu","areq1237"
6022,"qyp","wamp1250"
6023,"raa","dung1252"
6024,"rac","rasa1243"
6025,"raf","west2422"
6026,"rag","logo1258"
6027,"rah","rabh1238"
6028,"rai","ramo1244"
6029,"rak","tulu1259"
6030,"raq","saam1282"
6031,"rar","raro1241"
6032,"rat","raza1238"
6033,"rau","raut1239"
6034,"rav","samp1249"
6035,"rax","rang1269"
6036,"ray","rapa1245"
6037,"raz","raha1237"
6038,"rcf","reun1238"
6039,"rdb","rudb1238"
6040,"rea","rera1240"
6041,"reb","remb1250"
6042,"ree","reja1241"
6043,"reg","kara1481"
6044,"rei","reli1238"
6045,"rem","remo1248"
6046,"rer","rerb1235"
6047,"res","resh1242"
6048,"ret","rett1240"
6049,"rga","rori1237"
6050,"rge","roma1240"
6051,"rgk","rang1266"
6052,"rgn","roma1328"
6053,"rgs","sout3010"
6054,"rgu","ring1244"
6055,"rhg","rohi1238"
6056,"rhp","yaha1247"
6057,"ria","rian1262"
6058,"rie","rien1238"
6059,"ril","rian1261"
6060,"rin","nung1292"
6061,"rir","ribu1241"
6062,"riu","riun1237"
6063,"rjg","rajo1237"
6064,"rjs","rajb1243"
6065,"rka","krao1238"
6066,"rkh","raka1237"
6067,"rki","rakh1245"
6068,"rkm","mark1256"
6069,"rkt","rang1265"
6070,"rmc","carp1235"
6071,"rmd","trav1237"
6072,"rme","angl1239"
6073,"rmf","kalo1256"
6074,"rmg","trav1236"
6075,"rmh","murk1238"
6076,"rmi","loma1235"
6077,"rmk","romk1240"
6078,"rmm","roma1332"
6079,"rmp","remp1241"
6080,"rmq","calo1236"
6081,"rms","roma1324"
6082,"rmu","tavr1235"
6083,"rmx","roma1331"
6084,"rmz","marm1234"
6085,"rna","runa1235"
6086,"rnd","ruun1238"
6087,"rnl","rang1267"
6088,"rnn","roon1237"
6089,"rnw","rung1255"
6090,"rob","taee1237"
6091,"roc","cacg1235"
6092,"rod","rogo1238"
6093,"roe","ronj1237"
6094,"rof","romb1244"
6095,"rol","romb1245"
6096,"ror","rong1269"
6097,"row","dela1251"
6098,"rpn","repa1237"
6099,"rpt","rapt1240"
6100,"rri","riri1237"
6101,"rsb","roma1241"
6102,"rsi","renn1236"
6103,"rtw","rath1243"
6104,"rub","gung1250"
6105,"ruc","ruul1235"
6106,"rue","rusy1239"
6107,"ruf","lugu1238"
6108,"ruh","ruga1238"
6109,"ruk","chee1238"
6110,"rup","arom1237"
6111,"ruq","megl1237"
6112,"ruu","lana1236"
6113,"ruy","mala1471"
6114,"ruz","ruma1250"
6115,"rwk","rwaa1238"
6116,"rwm","amba1263"
6117,"rwr","marw1260"
6118,"ryn","nort2935"
6119,"rys","yaey1239"
6120,"saa","saba1276"
6121,"saf","safa1243"
6122,"sak","sake1247"
6123,"sam","sama1314"
6124,"sao","saus1247"
6125,"sap","sana1281"
6126,"saq","samb1315"
6127,"sar","sara1331"
6128,"sau","sale1244"
6129,"sav","saaf1238"
6130,"saw","sawi1257"
6131,"sax","saaa1241"
6132,"say","saya1246"
6133,"sbb","simb1256"
6134,"sbd","sout2844"
6135,"sbg","sege1235"
6136,"sbh","sori1242"
6137,"sbi","seti1248"
6138,"sbj","surb1238"
6139,"sbk","safw1238"
6140,"sbl","boto1242"
6141,"sbm","saga1256"
6142,"sbn","sind1270"
6143,"sbo","sabu1253"
6144,"sbp","sang1330"
6145,"sbq","sile1255"
6146,"sbr","semb1240"
6147,"sbt","kimk1238"
6148,"sbw","simb1254"
6149,"sbx","sebe1242"
6150,"sby","soli1239"
6151,"sbz","sara1319"
6152,"scb","chut1247"
6153,"scf","sanm1305"
6154,"scg","sang1339"
6155,"sch","saka1283"
6156,"sci","sril1245"
6157,"sck","sadr1248"
6158,"sco","scot1243"
6159,"scp","hela1238"
6160,"scq","saoc1239"
6161,"scu","shum1243"
6162,"scv","shen1251"
6163,"scw","shaa1247"
6164,"scy",NA
6165,"sdb","shab1251"
6166,"sdc","sass1235"
6167,"sde","suru1258"
6168,"sdf","sarl1241"
6169,"sdh","sout2640"
6170,"sdj","suun1239"
6171,"sdk","sosk1235"
6172,"sdl","saud1238"
6173,"sdn","gall1276"
